Question,Answer
How do you ensure changes are saved successfully employee object?,"→ Click on Employees tab.
→ Make the required changes 
→ After clicking Save.
→ Look for success message banner.
→ Confirm updated values visible."
How do you verify record updates immediately employee object or record?,"→ Click on Employees tab.
→ Make the required changes 
→ After clicking Save.
→ After saving Refresh page.
→ Confirm new values remain."
How do you access Owner record?,"Click Owner name.
User record of owner opens."
How do you determine if record was recently updated in employee?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click Details tab.
→ Locate to Last Modified By
→ Check Last Modified date.
→ Compare with current time."
How do you verify record ID indirectly in employee?,"→ Click on Employees tab.
→ Open an Employee record.
→ Look at browser URL.
→ Salesforce ID visible in address bar."
What happens if you click Save without required fields ?, if you click Save without filling  required fields Salesforce displays error message.
How do you confirm record creation success?,"→ Click on Employees tab.
→ create a new employes or record by clicking New button on top right.
→ Pop up appears and Enter details.
→ Save.
→ Success banner appears.
      Record page opens."
How do you confirm related records auto-link correctly?,"→ when you Create new Appointment from Employee.
→ Click on Employees tab.
→ Open an Employee record.
→ Click on Related tab  At the top of record page
→ Scroll to Appointment section
→ Check Appointment  list.
→ verify whether Appointment  are correctly related to an Employee record"
How can you track employee performance via related records?,"Count Appointments.
Count Support Cases.
Review related Opportunities.
Evaluate engagement level."
How do you verify if Employee is linked to active cases in employees?,"→ when you Create new Appointment from Employee.
→ Click on Employees tab.
→ Open an Employee record.
→ Click on Related tab  At the top of record page
→ Scroll to Support Cases section
→ Review Support Cases.
→ Check case status inside each case."
How do you audit an Employee record completely?,"→ Open Employee record.
   --- Review Details tab (all fields).
   --- Review Related tab (all related objects).
   --- Check Created By & Modified By.
   --- Confirm ownership.
   --- Validate relationships.
   --- Confirm no missing required data."
How do you prevent deletion of Employees who have active Support Cases?,"→ Go to Setup(gear icon) option located at the top right of the screen beside the salesforce help option 
→ Open Object Manager 
→ Click on Employee.
→ Create a Validation Rule.
→ Use a condition checking related cases (via Roll-Up Summary if Master-Detail OR Flow if Lookup).
     Display error message:
      “Cannot delete Employee with active cases.”
→ Save and test deletion attempt."
How can you track historical changes made to Employee records?,"→ Go to Setup(gear icon) option located at the top right of the screen beside the salesforce help option 
→ Open Object Manager 
→ Click on Employee.
→ Click Fields & Relationships.
→ Click Set History Tracking.
→ Enable history tracking.
→ Select fields to track.
→ Save."
How do you create a unique Employee ID automatically?,"→ Go to Setup(gear icon) option located at the top right of the screen beside the salesforce help option 
→ Open Object Manager 
→ Click on Employee.
→ Click Fields & Relationships 
→  Click on New.
→ Select Auto Number.
     Format example:EMP-{0000}
→ Click on Save.
→ Now IDs generate automatically."
How do you prevent duplicate Employee emails?,"→ Go to Setup(gear icon) option located at the top right of the screen beside the salesforce help option 
→ Click on Duplicate Rules.
→ Create Matching Rule on Email field.
→ Create Duplicate Rule using that Matching Rule.
→ Choose:
       Block record creation from the options
→ Activate."
How do you manually share one Employee record with a specific user?,"→ Click on Employees tab.
→ Open an Employee record.
→ Click dropdown arrow (▼) near top-right.
→ Additional options appear 
→ choose Sharing from the drop down menu .
→ Select User from the search box
→ Choose access level.
→ Click on Save."
How do you reduce page load time for Employee record?,"→ Remove unused related lists.
→ Minimize formula fields.
→ Optimize Lightning components.
→ Reduce heavy automation."
How do you refine search results after initial search?,"→ Perform search.
→ Click specific object tab (Accounts, Leads, etc.).
→ View filtered results"
How do you enable searchable field for a custom field?,"→ Go to Setup(gear icon) option located at the top right of the screen beside the salesforce help option 
→ Open Object Manager 
→ Click on Employee.
→ Click Fields & Relationships 
→ Edit field.
→ Mark as External ID or Unique (if needed).
→ Click on Save."
How do you search recently viewed items quickly?,"→ Click inside Global Search.
→ Recent items dropdown appears.
→ Select required record."
How do you search across chatter posts only?,"→ Click inside Global Search.
→ Click Chatter tab in results.
→ View post-specific matches."
How do you adjust Search Layout fields?,"→ Go to Setup(gear icon) option located at the top right of the screen beside the salesforce help option 
→ Click Setup
→ Open Object Manager tab located at the top  
→ Select Object.
→ Search Layouts.
→ Edit Search Results.
→ Add/Remove fields.
→ Save."
How do you identify Record Ownership?,"→ search the  Owner Name in global search bar.
→ Results will be displayed accordingly
→ Look for the Owner Icon or Owner Name field next to the result to visually identify the user."
How do you search using record ID?,"→ Type ecord ID in search bar.
→ Press Enter.
→ Record opens directly."
How do you troubleshoot slow search performance?,"Check indexing.
Review large data volumes.
Use selective filters.
Contact Salesforce support if needed."
How do you search attachments or content?,"→ Enter keyword of attachment or content in search bar.
→ Click Files tab 
→ Open matching file."
How do you search records created today?,"→ Enter keyword of attachment or content in search bar.
→ Filter by Created Date = Today.
→ Apply."
